,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
5903,very good used silver apple iphone 8 64gb at&t unlocked gsm a1905 cell phone,144.95,1.0,“device is in very good used cosmetic condition with normal wear. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple limited warranty information is not available. unlocked for gsm network use worldwide. 64gb”,103385.0,99.4,2.0,11,64.0,2017
5906,apple iphone se 2nd gen. - 64gb - red boost mobile a2275 (cdma + gsm) n,199.0,5.0,"“detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.????,?”",61033.0,100.0,2.0,9,64.0,2016
5910,apple iphone 6 plus - 16gb - space gray (unlocked) smartphone great cond! ,99.95,1.0,"“factory unlocked, will work with any gsm network worldwide. great condition! phone only!    #8733”",22258.0,98.6,2.0,7,16.0,2014
5911,apple iphone se 2020 gen 64gb at&t t-mobile gsm unlocked very good condition,199.0,3.0,"“very good condition - fully tested and reverted to factory settings by our on-site technicians. ul certified accessories (non oem) and not in original box, in a loop box.”",2396.0,99.4,2.0,9,64.0,2016
5912,apple iphone 6s - 128gb - all colors - fully unlocked - good condition,114.99,2.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101845.0,98.8,2.0,8,128.0,2015
5913,apple iphone 11 a2111 256gb (product) red! unlocked phone! clean esn!,421.33,1.0,“fits cdma+gsm networks! good condition! no cracks! clean imei! free fast delivery! 100% battery health! read full description! check actual pictures!”,2741.0,100.0,2.0,15,256.0,2019
5917,iphone 8 - unlocked (gsm) - 256gb - space gray -,180.0,1.0,“1 year warranty included | certified functional”,22050.0,99.6,3.0,11,256.0,2017
5918,apple iphone 7 a1660 32gb - all colors - verizon smartphone excellent condition,109.95,1.0,"“device is in excellent condition - the very best condition that smartphonesplus has to offer. shows little to no signs of use, scratches, or marks. all functions are tested and fully functional. visit our store to see more devices in more conditions.”",2424.0,98.3,2.0,10,32.0,2016
5920,apple iphone xs max 256gb 🍎 space gray verizon t-mobile att unlocked smartphone,469.99,2.0,"“item is in very good condition (8 out of 10) and are 100% functional. these phones will not be in the original packaging and include brand new non oem mfi certified power cable and ul approved power adapter. these phones are fully unlocked and are compatible with all major u.s. carriers, including verizon, att, sprint, and t-mobile. also compatible with prepaid carriers including cricket wireless, boost mobile, metropcs, simple mobile, tracfone, net10, mint, and h2o. 60 days seller warranty included. it has been fully tested and is in excellent working order. device will show signs of wear like scratches, scuffs, and minor dents.”",224615.0,99.2,2.0,14,256.0,2018
5921,apple iphone 6 - 64gb space gray - factory unlocked,175.0,1.0,"“excellent condition, fully functional”",49.0,100.0,0.0,7,64.0,2014
5925,apple iphone 7 - 32gb / 128gb / 256gb smartphone unlocked sim free - all colours,116.99,1.0,"“grade a - item in pristine condition, fully tested. package includes genuine apple charger.”",1900.0,97.3,2.0,10,32.0,2016
5926,apple iphone 6 plus a1522 (gsm unlocked) 64gb power up good lcd,62.1,0.0,"“this item has failed our functional and/or cosmetic inspection, and is listed for parts or not working. the item will power on, will have a working display, and the main display will not be cracked. the display may show minor screen imperfections such as bruising, white spots, burn-in, dead pixels (but will not have black spots, lines, or distortion). this item will be free of account locks. the color of the device you receive will be random. please read entire description.”",1956.0,99.4,2.0,7,64.0,2014
5936,apple iphone 7- gold 256gb,295.0,1.0,"“very good, includes original box and instructions.  working phone.”",257.0,100.0,0.0,10,256.0,2016
5937,apple iphone 8 64gb carrier unlocked smartphone - space gray a1863 cdma + gsm,185.0,1.0,“like new. tested and fully functional with clean esn and no user locks (for example fmip / icloud locked). ready to use.”,245.0,98.9,2.0,11,64.0,2017
5946,apple iphone xr  64gb yellow (cdma gsm unlocked) lcd sun spot - grade b+,219.99,1.0,"“the device has a sun spot on the lcd, has not impact the functionality. can be used as is or can be repaired. please see pictures for further details.  the device is in excellent cosmetics, will have a light to light signs of use / blemishes due to handling / storage / unlocking of the device. has been tested 100% functionality. comes in box with all accessories”",121531.0,99.9,2.0,13,64.0,2018
5949,apple iphone 7 plus 128gb unlocked gsm lte quad-core dual 12mp phone - jet black,229.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,10,128.0,2016
5953,apple iphone 6 | carrier unknown | grade b-/c+ | read,72.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,7,36.17142857142857,2014
5960,apple iphone 8 plus gold 256gb a1897 lte gsm at&t lcoked - very good,259.99,3.0,“this device is in excellent condition. it’s thoroughly tested and is 100% functional. cosmetically the screen and case of the device may have some light scratches or scuffs.”,664.0,96.6,2.0,11,256.0,2017
5965,apple iphone 7 -32gb 128gb- unlocked verizon metro pcs at&t straight talk 4g,83.16,1.0,"“phones are in mint condition. devices are ready to activate. clean esn. phonecheck certified. select your own device gb, color and carrier. please see below for more info. if you have any questions, please do not hesitate to contact us.”",6203.0,99.9,2.0,10,128.0,2016
5974,apple iphone xs a1920 (unlocked) 512gb power up good lcd,256.5,0.0,"“this item has failed our functional and/or cosmetic inspection, and is listed for parts or not working. the item will power on, will have a working display, and the main display will not be cracked. the display may show minor screen imperfections such as bruising, white spots, burn-in, dead pixels (but will not have black spots, lines, or distortion). this item will be free of account locks. the color of the device you receive will be random. please read entire description.”",1956.0,99.4,2.0,14,512.0,2018
5977,apple iphone 8 plus 64gb black - unlocked at&t t-mobile verizon 7510001,182.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,11,64.0,2017
5978,apple iphone 6 64gb silver a1586 (japan kddi) reduced price jw5631,51.27,1.0,"“fully working (minor issues)
fully working with one or more issues that warrant a discount. none of these issues affect the phone's functionality. 


issues are the following:

screen lift 
bright spot
battery health is at 76%

cosmetic condition:
fair:
the screen will have many light scratches and/or areas of obvious deep scratches. the body may have many deep scratches, large dents, corner dings, and other signs of heavy wear.

included:
device and battery only

not included:
manual, sd card, sim card, charger

this device's functionality is fully guaranteed. if issues are found, other than those mentioned in this listing, we replace or refund free!”",136918.0,98.8,2.0,7,64.0,2014
5979,apple iphone 4s - 16gb - white (at&t) a1387 (cdma + gsm) read below,17.95,1.0,"“the listing is for an apple iphone 4s (a1387) 16gb. upon testing, the device is fully functional. cosmetically, the phone has a cracked front glass and has some marks and scratches from prior use. this phone is from at&t and should only work for their network, however, we do not guarantee activation on any network. this listing is for the phone only(has internal battery). no other items or accessories are included!!!”",11570.0,99.7,2.0,3,16.0,2011
5980,apple iphone 7 plus 128gb factory unlocked at&t t-mobile verizon good condition,184.95,2.0,"“100% fully functional - good cosmetic condition. moderate signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 plus smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,128.0,2016
5981,apple iphone xs max 64gb black - unlocked at&t t-mobile verizon 7511966,300.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,14,64.0,2018
5983,apple iphone 8 plus 64gb black - unlocked at&t t-mobile verizon 7512630,182.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,11,64.0,2017
5985,apple iphone 6 plus 16/32/64/128gb at&t sprint t-mobile unlocked verizon fair,82.99,1.0,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54837.0,99.4,3.0,7,36.17142857142857,2014
5987,apple iphone xs - 64gb - space gray (verizon locked) a1920 (cdma),289.99,1.0,““““these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in good condition most will show some signs of use. no dents or cracks. comes with original wrapped oem charger and cube head set and box. along with oem accessories we are also throwing in an extra car charger. these devices are locked to verizon and can  not be activated on other carriers other than verizon””,7187.0,100.0,2.0,14,64.0,2018
5991,apple iphone 5s (a1533) 16gb - space gray (at&t) smartphone clean imei - j1635,30.99,1.0,“the phone is fully functional and works great. please read the full description and view all photos.”,35715.0,98.7,2.0,6,16.0,2013
5994,very good used jet black apple iphone 7 128gb a1660 verizon unlocked gsm phone,129.95,1.0,"“device is in very good used cosmetic condition with light to normal signs of cosmetic wear. color is jet black. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple’s limited warranty expired. 128gb. clean esn for verizon wireless. device is factory unlocked for gsm network use as well. this is the smaller 4.7"" display. this device will not work with other cdma networks such as sprint, boost, and virgin mobile.”",103385.0,99.4,2.0,10,128.0,2016
5995,read desc* apple iphone 7 smartphone (a1660) verizon only - 32gb / matte black,33.13,0.0,“offered as-is. product has been tested to have been icloud locked. item will show signs of wear. no harvesting of the parts have been done on the product. only the device is included in this listing with no accessories or documentation.”,268729.0,99.8,2.0,10,32.0,2016
5999,apple iphone 8 - 64gb - gray (at&t-usa) a1905 - good condition,148.71,1.0,“apple iphone 8 - 64gb - gray (at&t-usa) a1905 - good condition”,649.0,98.8,3.0,11,64.0,2017
6000,apple iphone 7 a1778 (gsm unlocked) 128gb power up good lcd,98.1,0.0,"“this item has failed our functional and/or cosmetic inspection, and is listed for parts or not working. the item will power on, will have a working display, and the main display will not be cracked. the display may show minor screen imperfections such as bruising, white spots, burn-in, dead pixels (but will not have black spots, lines, or distortion). this item will be free of account locks. the color of the device you receive will be random. please read entire description.”",1956.0,99.4,2.0,10,128.0,2016
6001,apple iphone 7 128 gb rose gold 4g lte verizon unlocked smartphone,129.99,1.0,"“this item is in excellent condition. tested by our in house quality control team for 100% functionality. .if you have any questions before making a purchase please feel free to ask, we will be glad to assist you.”",1256.0,98.0,2.0,10,128.0,2016
6004,apple iphone 7 256 gb silver 4g lte verizon locked smartphone,149.99,1.0,"“this item is in excellent condition. tested by our in house quality control team for 100% functionality. .if you have any questions before making a purchase please feel free to ask, we will be glad to assist you.”",1256.0,98.0,2.0,10,256.0,2016
6005,apple iphone 6s 32 gb verizon smartphone gold,91.99,1.0,"“this item is in good condition. the item has some signs of cosmetic wear i.e dents ,scratches,tested by our in house quality control team for 100% functionality. .if you have any questions before making purchase please feel free to ask , we will be glad to assist you.”",1256.0,98.0,2.0,8,32.0,2015
6006,read desc apple iphone 5 smartphone (a1428) - 16gb / black slate,9.42,0.0,“offered as-is. product has been tested to have a bad esn. item will show signs of wear. no harvesting of the parts have been done on the product. only the device is included in this listing with no accessories or documentation.”,268729.0,99.8,2.0,4,16.0,2012
6013,"apple iphone 6, 32gb (at&t) clean esn, works, please read! 46953",37.19,0.0,“you will receive the items in the photos! this phone is icloud locked!”,14342.0,97.4,2.0,7,32.0,2014
6014,apple iphone se 2nd gen. - 64gb - black (unlocked) a2275 (cdma + gsm),230.0,1.0,“excellent condition”,73.0,100.0,0.0,9,64.0,2016
6019,apple iphone 7 - black - 128gb,170.0,1.0,“good. cosmetic defects.”,31.0,100.0,0.0,10,128.0,2016
6023,iphone 11 unlocked (cdma + gsm) 64gb yellow | very good,331.0,1.0,“1 year warranty included | certified functional”,22050.0,99.6,3.0,15,64.0,2019
6024,fair apple iphone 6s smartphone a1688 (mn132ll/a) gsm + cdma - 32gb / space gray,113.99,1.0,"“inspected to be fully functional and will show considerable signs of cosmetic wear. includes: iphone 6s (space gray, 32), wall adapter, and lightning cable. no manual or guide included. please note: this product is gsm + cdma unlocked only to use on gsm or cdma carriers in the usa. item is not internationally unlocked.”",268729.0,99.8,2.0,8,32.0,2015
6028,iphone 5 16gb (a1429) nd298 x/a - white - icl locked,12.99,0.0,“imei: 013730001429080 / nd298 x/a  - icloud locked /screen cracked / see photo for details”,11214.0,99.9,0.0,4,16.0,2012
6032,apple iphone 6 plus 16gb gold a1522 (unlocked) damaged see details jd5734,38.54,0.0,"“for parts/repair
this is a damaged device
it should be noted that a damaged unit can go from bad to worse so be aware that other issues can arise. this is being sold as is.

listing title contains important information:
brand, model, storage capacity, model # and (network carrier) the network carrier will be in parentheses in the title. please be sure to check the title for this information.

we do not issue partial refunds on damaged items
you have 60 days to return the item for a full refund. returns are free if you are in the united states.

damage description:

shattered screen 

cosmetic condition:
screen: shattered screen
body: fair
be sure to look through the photos so you can see the condition of this device.

included:
battery included unless noted in damage description

not included:
charger, manual, sd card, sim card”",136918.0,98.8,2.0,7,16.0,2014
6033,apple iphone 11 64gb 128gb unlocked at&t verizon t-mobile sprint all colors,396.0,1.0,"“phones are in mint cosmetic condition. devices are ready to activate. clean esn. please see below for more info. if you have any questions, please do not hesitate to contact us.”",5157.0,99.3,2.0,15,64.0,2019
6034,apple iphone 5 (a1429) smartphone - asis - (a1429-62),14.39,0.0,"“phone only, no charger”",14705.0,100.0,0.0,4,19.213675213675213,2012
6039,apple iphone 6s a1633 (at&t) 32gb space gray *clean esn* - vibration,59.16,0.0,“please check the imei's/esn's if you intend to activate this unit (see pictures for reference). phone is in great working condition but has a defect with the vibration (no vibrate). screen has heavy scratches/scuffs and back/frame has medium scratches/scuffs. imei: 355681072636531”,1956.0,99.4,2.0,8,32.0,2015
6040,apple iphone 7 - 128gb - all colors - at&t - good condition ,106.24,2.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101848.0,98.8,2.0,10,128.0,2016
6042,apple iphone 8 (64gb) space gray renewed 4g lte  unlocked (gsm + verizon),194.97,1.0,“renewed and professionally tested and cleaned.  phone came to us sealed but we opened it to inspect the contents”,334.0,99.4,0.0,11,97.84544405997693,2017
6044,apple iphone 8 a1905 - 64gb - all colors at&t smartphone - fair condition,129.95,1.0,"“device is in fair condition - shows moderate signs of use. there are visible scratches, marks, or small dents. all functions are tested and fully functional. visit our store to see more devices in more conditions.”",2424.0,98.3,2.0,11,64.0,2017
6045,apple iphone xs smartphone 64gb cdma & gsm unlocked - fair,319.0,1.0,“the device is in fair condition with heavy signs of use and we rate it 6 out of 10”,1700.0,95.5,2.0,14,64.0,2018
6046,apple iphone 7 128gb gsm unlocked (for all gsm carriers) red,149.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,10,128.0,2016
6051,unlocked apple iphone 11 64gb white a2111 mwkn2ll/a,399.99,1.0,“imei: 352893111971711. great condition! see description.”,2857.0,100.0,2.0,15,64.0,2019
6055,apple iphone 6s 32gb - silver - factory unlocked - a1688 (cdma+gsm).,84.0,1.0,"“this iphone is in very good cosmetic condition, this includes a  prefect screen no scratches on the glass, there will be signs of wear to the housing which may includes very light scratches and/or scuffs from previous use but nothing that will impair functionality.”",1283.0,99.6,2.0,8,32.0,2015
6056,apple iphone 8 256gb - space grey -  t-mobile - original box and accessories,220.99,1.0,“screen is in perfect condition. back case has a crack in it and some dings around the edges. functionally it works perfectly”,61.0,100.0,0.0,11,256.0,2017
6060,apple iphone 7 plus - 32gb - all colors - unlocked - excellent condition,246.61,1.0,"“phone is in excellent 9/10 cosmetic condition. fully functional. there may be few small scratches, mostly on the back and frame. oem accessories are included and have never been used”",22384.0,98.0,2.0,10,32.0,2016
6066,apple iphone x 256gb factory unlocked smartphone read first ,299.0,1.0,"“back of phones have cracks in the glass, phones are fully tested and functional,”",61033.0,100.0,2.0,12,256.0,2017
6068,apple iphone 11 a2111 256gb yellow! cdma+gsm unlocked! clean esn!,429.67,1.0,“no cracks! factory unlocked! free fast delivery! 100% battery health! clean esn! check all details! see real pictures!”,2741.0,100.0,2.0,15,256.0,2019
6069,iphone 5c at&t blue as-is/for parts working condition,20.0,0.0,“see description”,276.0,100.0,0.0,5,15.047619047619047,2013
6070,apple iphone 11 64gb purple (at&t) a2111 (cdma + gsm) (as is / for parts),279.99,0.0,"“this item is pre-owned, in as is / for parts condition. phone has a badly cracked screen. back glass has few scratches. frame has scuffs and shows signs of use. no box or accessories.”",5213.0,100.0,2.0,15,64.0,2019
6072,apple iphone 6s 16gb 32gb 64gb 128gb at&t sprint t-mobile unlocked verizon fair,67.99,1.0,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54837.0,99.4,3.0,8,16.0,2015
6075,apple iphone 8 plus 128gb black - unlocked at&t t-mobile verizon 7512594,215.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,11,128.0,2017
6077,apple iphone 6s plus 16gb 64gb factory unlocked at&t verizon sprint,123.0,1.0,“phones are in excellent condition. free return - 100% functional - please see the description section below for more information.”,5157.0,99.3,2.0,8,16.0,2015
6078,apple iphone 8 a1905 (gsm unlocked) 64gb space gray (very good),189.99,3.0,"“this item is in very good condition, and shows only minimal wear (such as light scratches). it is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to very good condition. this product has been determined fully functional by our industry leading 30+ point functionality inspection. ul approved power adapter and charging cable are included. this product will not come in its original packaging; headphones, sim card and manual will not be included.”",1956.0,99.4,2.0,11,64.0,2017
6081,apple iphone 7 a1778 (at&t only) 128gb matte black (very good),135.99,3.0,"“this item is in very good condition, and shows only minimal wear (such as light scratches). it is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to very good condition. this product has been determined fully functional by our industry leading 30+ point functionality inspection. ul approved power adapter and charging cable are included. this product will not come in its original packaging; headphones, sim card and manual will not be included.”",1956.0,99.4,2.0,10,128.0,2016
6082,apple iphone 7 plus 128gb factory unlocked at&t t-mobile verizon good condition,184.95,2.0,"“100% fully functional - good cosmetic condition. moderate signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 plus smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,128.0,2016
6083,apple iphone 6s plus 16gb 64gb factory unlocked at&t verizon sprint,123.0,1.0,“phones are in excellent condition. free return - 100% functional - please see the description section below for more information.”,5157.0,99.3,2.0,8,16.0,2015
6086,apple iphone 7plus rose gold 256gb a1661 lte gsm cdma verizon unlocked-very good,197.99,3.0,“this device is in excellent condition. it’s thoroughly tested and is 100% functional. cosmetically the screen and case of the device may have some light scratches or scuffs.”,664.0,96.6,2.0,10,256.0,2016
6087,apple iphone 7 plus - 32gb - all colors - unlocked - excellent condition,246.61,1.0,"“phone is in excellent 9/10 cosmetic condition. fully functional. there may be few small scratches, mostly on the back and frame. oem accessories are included and have never been used”",22384.0,98.0,2.0,10,32.0,2016
6091,apple iphone 7 plus a1784 (gsm unlocked) 256gb power up good lcd,170.1,0.0,"“this item has failed our functional and/or cosmetic inspection, and is listed for parts or not working. the item will power on, will have a working display, and the main display will not be cracked. the display may show minor screen imperfections such as bruising, white spots, burn-in, dead pixels (but will not have black spots, lines, or distortion). this item will be free of account locks. the color of the device you receive will be random. please read entire description.”",1956.0,99.4,2.0,10,256.0,2016
6092,apple iphone xs/xr 256gb 64gb unlocked verizon at&t t-mobile tracfone metro pcs,289.08,1.0,"“these phones are in good cosmetic condition and may show moderate cosmetic imperfections on housing and screen. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",6203.0,99.9,2.0,14,256.0,2018
6093,apple iphone 6 16gb 128gb unlocked verizon at&t anywhere sim xfinity mobile 4g,55.1,1.0,"“phones are in good condition. devices are ready to activate. clean esn. phonecheck certified. select your own device gb, color and carrier. please see below for more info. if you have any questions, please do not hesitate to contact us.”",4131.0,99.2,2.0,7,16.0,2014
6096,apple iphone 7 32gb unlocked verizon ptci t-mobile at&t lte clean imei,83.0,1.0,"“phones are in mint condition. devices are ready to activate. clean esn. phonecheck certified. select your own device gb, color and carrier. please see below for more info. if you have any questions, please do not hesitate to contact us.”",5157.0,99.3,2.0,10,32.0,2016
6098,apple iphone x 256gb factory unlocked smartphone read first ,299.0,1.0,"“back of phones have cracks in the glass, phones are fully tested and functional,”",61033.0,100.0,2.0,12,256.0,2017
6099,apple iphone 12 mini 128gb t-mobile locked very good condition,394.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 12 mini smartphones with a storage capacity of 128gb and your choice of color from (product)red, black, blue, green, white. they are also network locked to t-mobile only and cannot be unlocked for use on other networks. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,16,128.0,2020
6101,apple iphone 11 a2111 256gb yellow! cdma+gsm unlocked! clean esn!,429.67,1.0,“no cracks! factory unlocked! free fast delivery! 100% battery health! clean esn! check all details! see real pictures!”,2741.0,100.0,2.0,15,256.0,2019
6102,iphone 5c at&t blue as-is/for parts working condition,20.0,0.0,“see description”,276.0,100.0,0.0,5,15.047619047619047,2013
6103,apple iphone xs max 64gb black - unlocked at&t t-mobile verizon 7512265,300.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,14,64.0,2018
6106,apple iphone 7 32gb gold 4g lte sprint locked smartphone,104.99,1.0,"“this item is in excellent condition. tested by our in house quality control team for 100% functionality. .if you have any questions before making a purchase please feel free to ask, we will be glad to assist you.”",1256.0,98.0,2.0,10,32.0,2016
6109,apple iphone 11 64gb purple (at&t) a2111 (cdma + gsm) (as is / for parts),279.99,0.0,"“this item is pre-owned, in as is / for parts condition. phone has a badly cracked screen. back glass has few scratches. frame has scuffs and shows signs of use. no box or accessories.”",5213.0,100.0,2.0,15,64.0,2019
6111,apple iphone 6s 16gb 32gb 64gb 128gb at&t sprint t-mobile unlocked verizon fair,67.99,1.0,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54837.0,99.4,3.0,8,16.0,2015
6113,apple iphone 8 plus 128gb black - unlocked at&t t-mobile verizon 7512594,215.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,11,128.0,2017
6118,apple iphone 6s 32gb unlocked gsm 4g lte dual-core 12mp phone - space gray,129.98,1.0,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154487.0,98.0,2.0,8,32.0,2015
6121,apple iphone 12 pro a2341 256gb blue! cdma+gsm unlocked! free fast delivery!,745.21,1.0,“no cracks! cdma+gsm unlocked! free fast delivery! 93% battery health! clean esn! very good condition! read full description! check actual pictures!”,1384.0,100.0,2.0,16,256.0,2020
6123,apple iphone 11 64/256/512gb unlocked all color - face id does not work - v good,339.99,3.0,“device in very good condition. housing may have some signs of wear and light body scratches which you can’t feel with your fingernail. the display lens might have light to mild amount of shallow depths scratches. lcd does not have any dead or stuck pixels. it has passed our 30+ points inspection and proven 100% functional except for the face recognition/id (does not work). the device can be unlocked with a password in lieu of face id. comes in retail or generic/gift box with ul certified charger and cable (mfi for apple products)”,44011.0,99.0,2.0,15,127.09859154929578,2019
6126,apple iphone 6 64gb verizon/unlocked smartphone tv output good ,94.95,1.0,“good”,3679.0,96.8,2.0,7,64.0,2014
6127,apple iphone 8 - 64gb - gold (unlocked) a1863 (cdma + gsm) bad home button 478,149.0,1.0,"“home button on phone doesnt work, fully unlocked and mint cosmetic condition”",61033.0,100.0,2.0,11,64.0,2017
6129,very good used silver apple iphone x 64gb unlocked gsm at&t tmobile metro a1901,249.95,1.0,"“device is in very good used cosmetic condition with normal wear. color is silver. device is in 100% working condition. it has been extensively tested and found to be fully functional. apple limited warranty expired. unlocked for any gsm carrier worldwide such as at&t, t-mobile, cricket, metro pcs, etc. device will not work for cdma carriers such as sprint, verizon, boost mobile, or virgin mobile.  64gb. photos are for generic purposes only and are not the actual device you will receive. this listing includes the iphone and a generic lightning cable and charger. you will need your own gsm network sim card in order to use this device.”",103385.0,99.4,2.0,12,64.0,2017
6130,apple iphone xs a1920 unlocked 256gb *clean esn* space gray - vibration,213.48,0.0,“please check the imei's/esn's if you intend to activate this unit (see pictures for reference). phone is in great working condition but there is a defect with the vibration on the phone (creates a rattle when switching to silent). phone has medium wear and scuffs. imei: 356174095944065”,1956.0,99.4,2.0,14,256.0,2018
